name,description,image_url,restaurant_id
Ghormeh Sabzi,Chopped vegetable beef stew with kidney beans and lemon juice,https://food.fnr.sndimg.com/content/dam/images/food/fullset/2019/7/10/0/DV3008_Ghrome-Sabzi_s4x3.jpg.rend.hgtvcom.826.620.suffix/1562780571203.jpeg,34
Lamb Koubideh Kabob,Juicy charbroiled seasoned ground lamb with grilled vegetables.,https://persianmama.com/wp-content/uploads/2015/06/Kabob-Koobideh-1.jpg,34
Filet Mignon Chenjeh Kabob,Charbroiled chunks of juicy filet mignon with grilled vegetables.,https://media-cdn.tripadvisor.com/media/photo-s/02/f7/4c/82/farsi.jpg,34
Zer Beet Salad,"Roasted golden beets, arugula, pine nuts, feta, spicy honey-yogurt dressing.",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F672001.jpg,35
Gundi Salad,"Mixed greens, pickled purple cabbage, parsley, onion, banana peppers, cucumber, cherry tomatoes, îsot, lemon & sumac.",https://s3.amazonaws.com/finecooking.s3.tauntonclud.com/app/uploads/2017/04/18134428/051SIP111-tomato-green-bean-salad-recipe-alt-main.jpg,35
Yabo's Couscous,"Cherry tomatoes, sun-dried tomatoes, lime, feta (sub for tofu), roasted veggies.",https://static01.nyt.com/images/2014/09/02/science/02recipehealth/02recipehealth-articleLarge.jp,35
Halloumi Cheese Salad,"Mixed greens, halloumi, cherry tomatoes, parsley, cucumber, corn, roasted red bell pepper, sesame seeds & oregano dressing.","https://images.immediate.co.uk/production/volatile/sites/2/2019/01/Halloumi1-9e3886a.jpg?quality=45&resize=620,413",35
Lamb & Veggie Sac Tawa,A traditional stir-fry served with a side of rice.,https://eatingtheworld.files.wordpress.com/2017/12/sactawa.jpg?w=584&h=438,35
Mardin Eggplant Stew,"Choice of beef or lamb stew, served with veggies on a bed of creamy eggplant puree.",https://images.squarespace-cdn.com/content/v1/5336f61ae4b0954150ff010a/1510867063332-8I63X8SL9YB1KDDGNYWC/ke17ZwdGBToddI8pDm48kCddahLsKtVhScQndRhRnSd7gQa3H78H3Y0txjaiv_0fDoOvxcdMmMKkDsyUqMSsMWxHk725yiiHCCLfrh8O1z5QHyNOqBUUEtDDsRWrJLTmdowsLvTgElxENKEpct1GEwfioSNiuE5hzFnV8Rm2SCBd125Q_Jhjzyit7a2qNwSP/Screen+Shot+2017-11-16+at+3.16.44+PM.png,35
Tebouleh Salad,"A salad with cracked wheat, scallions, tomatoes, and parsley; all diced and seasoned with lemon and olive oil. Served with lebanese bread.",https://www.twopeasandtheirpod.com/wp-content/uploads/2012/09/Tabbouleh-Salad-500x375.jpg,36
Baba Ganouj,"A blend of eggpland and tahina, served as a cold dip with tomatoes, onions, olive oil, and lebanese bread.",https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/delish-190605-babaghanoush-276-landscape-pf-1560443633.jpg,36
Grape Leaves,"Grape leaves dressed with olve oil, stuffed with rice and served with lebanese bread.",https://toriavey.com/images/2011/10/Stuffed-Grape-Leaves-Close.jpg,36
Kibbah,"A deep-fried, cracked wheat and meat shell, filled with sauteed meat, onions and pine nuts. Served with lebanese bread.",https://media-cdn.tripadvisor.com/media/photo-s/16/8b/73/59/fried-kibbah.jpg,36
Arayess,"Seasoned ground lamb, onion, tomatoes, served in toasted pita.",https://food.fnr.sndimg.com/content/dam/images/food/fullset/2011/1/27/0/ZA0212H_lebanese-meat-stuffed-pitas-arayes_s4x3.jpg.rend.hgtvcom.826.620.suffix/1387306719110.jpeg,36
Musaheb,"Broiled, boneless breast of chicken, which has been marinated in olive oil, garlic, and vinegar. Served with jerusalem salad, hommos, rice pilaf, and lebanese bread.",https://raster-static.postmates.com/?height=1280&url=https%3A%2F%2Fitems-static.postmates.com%2Fuploads%2Fmedia%2F36baac22-136d-480a-8b7a-c385d2ccfd83%2Foriginal.jpg%3Fv%3D63716037498&width=1280,36
Taramosalata,Fish roe salad.,https://www.thedailymeal.com/sites/default/files/recipe/2016/taramasalata%20MAIN.jpg,37
Batzaria,Red beets with scordalia.,https://whatstherecipetoday.com/wp-content/uploads/2006/09/batzaria-1.jpg,37
Saganaki,Flaming cheese.,https://www.mygreekdish.com/wp-content/uploads/2013/10/Greek-Saganaki-recipe-Pan-seared-Greek-cheese-appetizer-scaled.jpg,37
Egg Lemon Soup,Tangy lemon rice soup with chicken.,https://girlandthekitchen.com/wp-content/uploads/2017/02/Avgolemono-Soup...Greek-Chicken-Soup-with-Lemon-3-of-7-500x375.jpg,37
Baklava,"Greek pastry with honey, walnuts, and cinnamon.",https://irepo.primecp.com/2016/11/308815/Bakery-Style-Baklava_MASTER_ID-1980348.jpg?v=1980348,37
Galatobouriko,Greek custard pastry.,https://www.mygreekdish.com/wp-content/uploads/2013/05/Galaktoboureko-Greek-Custard-Pie-with-Syrup1.jpeg,37
Kopanisti,Feta and goat cheese spread sprinkled with thyme. Served with pita.,https://www.tablefortwoblog.com/wp-content/uploads/2013/01/kopanisti-tablefortwoblog-2-500x375.jpg,38
Skordalia,Spread of Yukon potato pureed with roasted garlic. Served with pita.,https://www.seriouseats.com/recipes/images/2016/08/20160802-scordalia-greek-potato-dip-vicky-wasik-8.jpg,38
Kolo-Kytho-Keftedes,"Shredded zucchini and Parmesan cheese, eggs and flower patties. Served with pita.",https://tastykitchen.com/recipes/wp-content/uploads/sites/2/2016/06/Kolokithokeftedes-Greek-Zucchini-Fritters-by-Nam-The-Culinary-Chronicles-410x273.jpg,38
Pork Belly Yeero,"Layers of pork belly seasoned with herbs. Served inside pita with tomato, onions and tzatziki.",https://media.timeout.com/images/102980223/630/472/image.jpg,38
Loukaniko,"Greek village sausage with herbs and spices. Served inside pita bread with fresh tomatoes, parsley, smoked paprika, red onions and tzatziki.",https://encrypted-tbn0.gstatic.com/images?q=tbn%3AANd9GcT8I6ti6DEAXlOAOj_stcXTfy8WBZfxg93BOg&usqp=CAU,38
Garides,"Shrimp on charcoals. Served inside pita bread with fresh tomatoes, parsley, smoked paprika, red onions and tzatziki.",https://www.mygreekdish.com/wp-content/uploads/2014/05/Shrimp-Saganaki-recipe.jpg,38
Charred Eggplant,"house yogurt, lemon, california arbequina olive oil",https://imagesvc.meredithcorp.io/v3/mm/image?q=85&c=sc&poi=face&url=https%3A%2F%2Fcdn-image.myrecipes.com%2Fsites%2Fdefault%2Ffiles%2Fstyles%2F4_3_horizontal_-_1200x900%2Fpublic%2F1604p114-charred-eggplant-with-chermoula.jpg%3Fitok%3DleFXm42l,39
House Made Stracciatella,"mighty vine tomatoes, croutons, shallots, sherry vinegar, basil.",https://grilledcheesesocial.com/wp-content/uploads/2020/04/Stracciatella-cheese-grilled-cheese-social-5.jpg,39
Hummus with Lamb Ragu,"Braised lamb, spicy harissa.",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fcdn-image.foodandwine.com%2Fsites%2Fdefault%2Ffiles%2Fstyles%2Fmedium_2x%2Fpublic%2Fhearty-lamb-ragu-with-rigatoni-xl-200304.jpg%3Fitok%3DJdEn7qgI,39
Braised Short Ribs,"Soy mirin, shaved vegetables, carrot cumin puree.",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fcdn-image.foodandwine.com%2Fsites%2Fdefault%2Ffiles%2Fstyles%2F4_3_horizontal_-_1200x900%2Fpublic%2F201009-xl-braised-short-ribs.jpg%3Fitok%3DUUk3jcG8,39
Honey Pie,"Sesame, roasted grapes.",https://www.lifeloveandsugar.com/wp-content/uploads/2016/11/Salted-Honey-Pie4.jpg,39
Date Cake,"Sumac, whiskey caramel.",https://i2.wp.com/mygoodnesskitchen.com/wp-content/uploads/2020/02/Sticky-Date-Cake-8228-cropped-500x500.jpg,39
